"numero_expediente","url_archivo_TC","url_archivo_original","tipo_expediente","motivos_demanda","sentido_resolucion","fundamentos"
"00103-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00103-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Improcedente","['Que, el artículo 6°, inciso primero de la Ley N.° 23506, prescribe que no proceden las acciones de garantía en caso de que la violación se haya convertido en irreparable; que, atendiendo a que el petitorio de la demanda tiene por objeto principal la reincorporación de los trabajadores -que figuran en la comunicación de fecha veintiséis de setiembre de mil novecientos noventa- en el centro de trabajo de la Planta Industrial de Leche y Derivados de Maranga; que, habiendo quedado plenamente acreditado según consta en el Acta de Inspección, que obra de fojas 184 a 196, que la empresa demandada se encuentra paralizada y abandonada, como así lo afirman los propios demandantes como es de ver de sus escritos que obran a fojas 12, 29 y 30 del cuadernillo de nulidad, lo que constituye una situación fáctica que evidencia la imposibilidad material de la reposición laboral reclamada.']"
"00104-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00104-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","La Asociación demandante representada por su Presidenta doña Margarita Sánchez Alvarado y su Vice­ presidente don Filomón Quispe Sullcarayme interponen acción de amparo contra el Alcalde del Concejo Provincial de Lima señor Jorge del Castillo y el Regidor del mismo Concejo Eli Montenegro, sustentando su reclamo en la transgresión de sus derechos de asociación, propiedad y petición. Alegan que al ser posesionarios de muchos años del lugar llamado ""El Saucesito"" en un terreno ubicado en San Juan de Lurigancho y haberse constituido el doce de noviembre de mil novecientos ochenta y siete como Asociación de Vivienda, recurrieron al Concejo Provincial solicitando (mediante el Expediente No. 709795­87) se les adjudique o venda los terrenos, proceso dentro del cual se emitió un Informe Técnico favorable con fecha diecinueve de junio de mil novecientos ochenta y nueve. Precisan que, no obstante, al encontrar oposición por parte de la Comunidad Campesina de Jicamarca, tuvieron los demandantes que someterse como comuneros asimilados, habiendo logrado la donación de los predios que ocupaban de la referida Comunidad Campesina. Posteriormente sin embargo, sostienen los demandantes, que invasores de la agrupación de Santa Rosa de Azcarrunz han tramitado su reconocimiento y calificación como Asentamiento Humano a pesar de la oposición de aquellos ante el Concejo Provincial y Distrital, habiendo logrado su propósito mediante la Resolución Municipal No. 1824­89 del treinta de octubre de mil novecientos ochenta y nueve, que además declaró en abandono su expediente sin que hayan transcurrido los seis meses calendarios, puesto que entre el diecinueve de junio de mil novecientos ochenta y nueve y el treinta de octubre del mismo año solo han transcurridos cuatro meses y doce días. Que así mismo la citada resolución no ha resuelto la oposición que formularon en contra del Expediente No. 430­88 del Asentamiento Humano Santa Rosa discriminando su asociación, depojándolos de su propiedad y violando su derecho de petición. Que igualmente tampoco se han resuelto en la referida resolución las oposiciones que la Comunidad Campesina de Jicamarca dedujo con fechas treinta de junio y dieciocho de julio de mil novecientos ochenta y ocho y cuatro y veinte de octubre de mil novecientos ochenta y nueve. Afirman por ultimo los demandantes que además de lo dicho otro Asentamiento Humano denominado ""Palomares"" ha iniciado el trámite de su reconocimiento y ocupación de los mismos terrenos mediante el Expediente 1554­89 del veintisiete de octubre de mil novecientos ochenta y nueve, encontrándose por ello nuevamente amenazados con otra Resolución Municipal. Por todo ello solicitan se reponga las cosas al estado anterior a la expedición de la Resolución Municipal No. 1824­89 y que en el caso del Expediente No. 1554­89 se suspenda el mismo en forma definitiva. Admitida la acción por el Vigésimo Sexto Juzgado en lo Civil de Lima se dispone su traslado, siendo absuelta en primer lugar por el Apoderado de la Municipalidad de Lima Metropolitana, quien la niega y contradice por estimar: Que la acción es improcedente por cuanto el tramite administrativo se encuentra en giro no habiendo los actores interpuesto los recursos impugnatorios que les franquea el D. S. 006­SC­ 67; y, Que la autoridad Municipal no ha violado derechos constitucionales pues ha obrado conforme a las facultades que le confiere el artículo 1 y siguientes de la Ley Orgánica de Municipalidades. De fojas ciento nueve a ciento once y con fecha quince de febrero de mil novecientos noventa el Juzgado expide resolución declarando fundada la acción principalmente por considerar: Que de la minuta de transferencia de dominio en la modalidad de donación corroborada con las actas de las asambleas generales de delegados de la Comunidad Campesina de Jicamarca, se acordó ceder los predios rústicos a la Asociación de Vivienda de Interés Social ""Cajamarca"" en una extensión de terreno denominado Palomares, formalizándose posteriormente ésta donación mediante Escritura Pública; Que siendo ello así se encuentra plenamente probada la propiedad por parte de la asociación demandante quien goza de las garantías constitucionales emanadas de los artículos 124 y 125 de la Constitución Política; Que si bien la Asociación demandante, los Asentamientos Humanos Santa Rosa de Azcarrunz y Palomares tienen como finalidad permitir que las familias residentes o posesionarias logren una vivienda decorosa, el Estado debe respetar la accesión a la propiedad en las formas establecidas por la ley, debiendo los Concejos Proviciales y Distritales velar por dicho respeto a la propiedad; Que la Secretaria Municipal de Asentamientos Humanos ha procedido a reconocer el Asentamiento Humanos Santa Rosa de Azcarrunz según se advierte de la Resolución Municipal respectiva, dejando de lado las peticiones hechas por la asociación demandante en su expediente administrativo bajo un supuesto abandono, cuando el artículo 70 del D. S. 006­SC­67 establece que el procedimiento se impulsara de oficio en todos sus trámites y que cualquier obstáculo que se oponga a la regular tramitación deberá ser superado por el funcionario competente sin necesidad de petición de parte, quien además determinara la norma aplicable al reclamo; Que por tanto se ha recortado el derecho de petición a la demandante ante el órgano administrativo municipal, agregándose a ello que los posteriores recursos impugnatorios presentados por la demandante no han sido resueltos; Que el Concejo Provincial esta propiciando que los socios de la asociación demandante estén pasando a conformar el Asentamiento Humano Palomares conforme consta de la solicitud de reconocimiento que obra en autos conllevando a una disgregación de la primera y recortando de cierta manera la libertad de asociación protegida por la ley. Interpuesto recurso de apelación por la Municipalidad de Lima y elevados los autos a la instancia superior se apersonan ante la misma el Asentamiento Humano Santa Rosa de Azcarrunz representado por Lelis Fernández Samaritano y el Asentamiento Humano Palomares representado por Felipe Vásquez Sihue, quienes solicitan se les comprenda en el proceso por cuanto son legítimos interesados. Posteriormente amplían sus fundamentos oponiéndose a la pretensión de la asociación demandante. Remitidos los autos a la Segunda Fiscalía Superior en lo Civil para efectos de la vista correspondiente, son devueltos con dictamen que se pronuncia por la revocatoria de la apelada por lo que la Segunda Sala Civil de la Corte Superior de Lima, a fojas trescientos ocho y trescientos ocho vuelta y con fecha veintiocho de enero de mil novecientos noventa, expide resolución revocando la sentencia apelada y declarando improcedente la acción fundamentalmente por considerar: Que es necesario respetar la competencia municipal así como sus atribuciones; Que el derecho de petición sigue vigente por cuanto si la autoridad administrativa niega la tramitación de un pedido o no lo resuelve en el término de ley, recién se acude al Poder Judicial en la vía ordinaria; Que para hacer respetar la posesión también se puede acudir a los interdictos o si hay desorden acudir a la autoridad policial; Que entonces hay numerosas medidas para hacer respetar la posesión y no acudir a la vía del amparo; Que no se ha probado que alguien haya ordenado el impedimento de asociarse; Que en el amparo no se discute quien es o no propietario, sino en la vía ordinaria; Que en el presente caso no se ha probado las pretensiones incoadas y no se ha violado ningún derecho constitucional. Interpuesto recurso de nulidad por la Asociación demandante, los autos son elevados a la Fiscalía Suprema en lo Contencioso Administrativo para efectos de la vista correspondiente y devueltos estos con dictamen que se pronuncia en favor de la recurrida, la Sala Constitucional y Social de la Corte Suprema de la República, con fecha primero de julio de mil novecientos noventa y dos, declara no haber nulidad en la sentencia de vista e improcedente la acción. Contra esta resolución la Asociación demandante interpone recurso de casación por lo que de conformidad con la Disposición Transitoria Quinta de la Ley No. 26435 se dispuso el envió de los autos al Tribunal Constitucional.","Improcedente","['Que en por consiguiente si ha sido una autoridad perfectamente individualizada, la que adoptó la resolución cuestionada, la Asociación demandante en principio, ha tenido que hacer uso de las vías previas por ante la misma entidad a la que pertenece la autoridad que presuntamente lesionó sus derechos constitucionales antes de acudir a la vía procesal constitucional.']"
"00049-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00049-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Improcedente","['Que, es la pretensión de los demandantes que la emplazada cumpla con la Cláusula Segunda del Acta de Arreglo del Pliego de Reclamos 1988-1989; que, el reclamo de los actores implica consideraciones de carácter técnico conforme fluye de la supuesta cláusula insoluta, lo cual hace necesario desarrollar una actividad probatoria que resulta imposible realizar en sede de amparo constitucional, por cuanto implicaría dilatar los términos de este procedimiento; que, en este sentido los demandantes deben recurrir a la vía ordinaria correspondiente, por no ser idónea para este caso la vía del amparo; por estos fundamentos, el Tribunal Constitucional, en uso de sus atribuciones conferidas por la Constitución Política del Estado y su Ley Orgánica.']"
"00093-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00093-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Improcedente","['2. Que, de conformidad con lo establecido en la Novena Disposición Final y Transitoria del Texto Único Ordenado de la Ley Orgánica del Poder Judicial aprobado por Decreto Supremo Nº 017\xad93-\xadJUS, las denuncias sobre violación o incumplimiento de disposiciones laborales, que presenten los trabajadores con vínculo laboral, se interpondrán ante los Juzgados de Trabajo o Juzgados de Paz Letrados, según sea el caso.', '3. Que, en consecuencia, en la actualidad la Autoridad Administrativa de Trabajo, no es competente a efecto de seguir conociendo el asunto materia de su demanda, consecuentemente se ha producido sustracción de la materia, razón por la que resulta improcedente la presente acción de garantía.']"
"00089-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00089-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Improcedente","['1. Que, estando a la naturaleza sumarísima de la acción de Amparo, la que por tal razón, no cuenta con una estación probatoria, para que las partes puedan ofrecer y actuar la pruebas que consideren pertinentes, y de ese modo, en el presente caso, poder establecer si se violó algún derecho constitucionalmente protegido; queda claro, que la vía del Amparo no es la idónea para ventilar la presente acción. [...]', '3. Que, precisamente, agotar la vía previa, en el presente caso, de ninguna manera podría ocasionar agresión irreparable en contra del actor, dado que el objetivo que persigue éste, es el de ser repuesto en su puesto de trabajo, hecho que no se vería afectado por el discurrir del tiempo, en tanto se resuelva su reclamación administrativa, por tal razón, deviene en inaplicable el artículo 28° de la Ley 23506 que equivocadamente se esgrime. [...]', '5. Que, tampoco se ha acreditado, haberse violentado el derecho a la estabilidad, vigente en aquél entonces, por cuanto el demandante no ha sido despedido arbitrariamente, o como resultado de un irregular proceso; pues lo sucedido en el caso bajo examen, es que el actor renunció voluntariamente al cargo.']"
"00063-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00063-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Improcedente","['1. [...] es decir, ambas partes tuvieron pleno conocimiento de las limitaciones acordadas en el contrato; que, esta relación jurídica, por el silencio de las partes, después del vencimiento del plazo pactado, no puede generar nueva relación jurídica en cuanto al plazo; que, se desprende esta afirmación de la prescripción legal contenida en el artículo 142º del Código Civil cuando sanciona que el silencio importa manifestación de voluntad cuando la ley o el convenio le atribuyen ese significado; aspecto diferente es cuando no existe contrato formal a plazo fijo, no siendo el presente caso; ilustra este razonamiento el artículo 1700º del Código Civil al regular: ""vencido el plazo del contrato, si el arrendador permanece en el uso del bien arrendado no se entiende que hay renovación tácita sino la continuación del arrendamiento, bajo sus mismas estipulaciones, hasta que el arrendador solicite su devolución, la cual puede pedir en cualquier momento"" concordante con este concepto el Decreto Supremo Nº 105-90-PCM último párrafo inciso b) del artículo 2º autoriza al Directorio de la empresa a resolver los contratos de trabajo a plazo fijo si no se ha sustentado ante CONADE o CONAFI la conveniencia de la continuación de los contratos citados, sustentación inexistente en la presente causa; no puede argumentarse la continuación del contrato laboral de plazo indeterminado en tanto el artículo 77º del Decreto Supremo Nº 03-97-TR su fecha veintiuno de marzo de mil novecientos noventa y siete resulta inaplicable al haberse promulgado con posterioridad a la formulación de la pretensión incoada; de lo expuesto se desprende que no se ha afectado el derecho a la estabilidad laboral contemplado en el artículo 48º de la Constitución de 1979.']"
"00061-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00061-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","","Infundada","['1. (…) Que la medida adoptada por las entidades accionadas de determinar que todos los jóvenes que estén en edad de obtener sus libretas militares deben tomarse las fotografías en los locales de las instituciones castrenses, no atenta contra el derecho de trabajo constitucionalmente establecido, y no puede argumentarse, de parte de los accionantes, que por la dación de esta medida están al borde de la quiebra, ya que el mercado de trabajo de éstos es amplio y no solamente tienen como clientes a los jóvenes que obtienen sus libretas militares, máxime si la medida ha sido dada por razones de seguridad, para evitar las falsificaciones de tales documentos, ya que las fotografías tienen, de fondo, el emblema nacional y una numeración que identifica a quien obtiene dicho documento.']"
"00052-1992-AA","https://tc.gob.pe/jurisprudencia/1997/00052-1992-AA.pdf","data\sentencia-Extract\1997\sentencia-pdf-1997.csv","Proceso de Amparo","La demandante interpone Acción de Amparo sustentando su reclamo en el hecho de haberse declarado por el Tribunal Agrario la nulidad de la sentencia de fecha veinticuatro de octubre de mil novecientos setenta y cinco así como su aclaratoria del veintitrés de octubre de mil novecientos setenta y ocho, expedidas ambas por el mismo Tribunal Agrario, pues dicha situación vulnera el derecho constitucional a la inalterabilidad de la cosa juzgada, motivo por el que la demandante exige se repongan las cosas al estado anterior a la referida transgresión. Especifica la demandante que años atrás sostuvo con don Leandro Ramos Villafuerte y otros, un proceso judicial sobre nulidad de acto jurídico ante el fuero agrario. Dentro de dicho proceso se expidió resolución por el Juzgado de Tierras con fecha veintiuno de julio de mil novecientos setenta y cinco por la que se declaró infundada la demanda. Sin embargo, al ser apelado dicho fallo, el Tribunal Agrario dictó la sentencia del veinticuatro de octubre de mil novecientos setenta y cinco, revocando la apelada y por el contrario, declarando fundada la demanda interpuesta. Contra esta resolución, Leandro Ramos Villafuerte dedujo diversas articulaciones y pedidos de nulidad, el último de los cuales fue desestimado con fecha quince de agosto de mil novecientos ochenta y cinco, contingencia que motivó que el citado litigante interpusiera Acción de Amparo, la misma que al ser resuelta en última instancia por la Corte Suprema y con fecha veintisiete de mayo de mil novecientos ochenta y seis, declaró fundada en parte la demanda interpuesta ordenando la expedición de nuevo fallo por el Tribunal Agrario respecto de la petición de nulidad que se le formulaba aun cuando sin afectar a la sentencia del veinticuatro de octubre de mil novecientos setenta y cinco. No obstante, al reasumirse jurisdicción por el Tribunal Agrario, se emite con fecha veinticinco de febrero de mil novecientos ochenta y ocho, nueva sentencia, la misma que declara nula la resolución del mismo tribunal del veinticuatro de octubre de mil novecientos setenta y cinco así como su aclaratoria del veintitrés de octubre de mil novecientos setenta y ocho. Es justamente esta nueva sentencia la que ha dado lugar a la presente Acción de Amparo con la que se pretende enervar los efectos definitivos contenidos en su fallo. Tramitada la causa con arreglo su naturaleza, se formula dictamen por la Tercera Fiscalía Superior en lo Civil, que se pronuncia por la improcedencia de la acción. Devueltos los autos a la Tercera Sala Civil de la Corte Superior de Lima a fojas ciento cincuenta y ocho y ciento cincuenta y nueve y con fecha veintinueve de diciembre de mil novecientos ochenta y ocho, se expide resolución por la que se declara improcedente la Acción. Dicha resolución empero es recurrida en nulidad por la demandante, la que es resuelta favorablemente por la Corte Suprema que declara nula la resolución emitida y ordena la expedición de nuevo pronunciamiento. Cumplido dicho mandato la Tercera Sala Civil de la Corte Superior de Lima a fojas ciento setenta y nueve y ciento ochenta y de conformidad con el dictamen fiscal expide resolución con fecha cuatro de octubre de mil novecientos noventa declarando improcedente la Acción, principalmente por considerar: Que conforme al inciso 2 del artículo 6º de la Ley 23506 no proceden las garantías contra resoluciones judiciales emanadas de un procedimiento regular. Interpuesto recurso de nulidad los autos son remitidos a la Fiscalía Suprema en lo Contencioso Administrativo para efectos de la vista correspondiente y devueltos con dictámen que se pronuncia porque no hay nulidad en la recurrida, la Segunda Sala Civil de la Corte Suprema de la República con fecha veintisiete de diciembre de mil novecientos noventa y uno y de fojas cuarenta y uno a cuarenta y cuatro del cuaderno respectivo, declara No Haber Nulidad en la sentencia de vista. Contra esta última resolución, así como contra lo que resuelve la misma Sala de la Corte Suprema sobre un pedido de recusación, la demandante interpone Recurso de Casación, por lo que de conformidad con el artículo 41º y la Disposición Transitoria Quinta de la Ley 26412 y entendiendo el presente Recurso como Extraordinario, se dispuso el envío de los autos al FUNDAMENTOS: Que del texto de la demanda interpuesta se advierte que la pretensión principal de la demandante se encuentra encaminada a cuestionar la validez de la sentencia expedida por el Tribunal Agrario con fecha veinticinco de febrero de mil novecientos ochenta y ocho, por entender que la misma transgrede el derecho a la inalterabilidad de la cosa juzgada que supuestamente reclama para las resoluciones expedidas por el mismo Tribunal Agrario con fecha veinticuatro de octubre de mil novecientos setenta y cinco y veintitrés de octubre de mil novecientos setenta y ocho. Que la resolución del Tribunal Agrario que cuestiona la demandante fue expedida en cumplimiento del mandato contenido en la Ejecutoria Suprema de fecha veintisiete de mayo de mil novecientos ochenta y seis dentro del proceso de Amparo interpuesto por Leandro Ramos Villafuerte y que precisamente ordena al Tribunal Agrario el pronunciarse sobre una petición de nulidad no resuelta por dicho colegiado, de manera que al resolverse por la nulidad de las resoluciones anteriormente expedidas no se estaba haciendo otra cosa que acatar el mandato de la máxima instancia judicial actuando como defensora de la Constitución. Que en todo caso, al pronunciarse la Corte Suprema porque se resuelva la articulación de nulidad efectuada es evidente que ello respondía a que tanto la sentencia del veinticuatro de octubre de mil novecientos setenta y cinco como su aclaratoria del veintitrés de octubre de mil novecientos ochenta y ocho, no ostentaban la categoría de cosa juzgada ni por consiguiente resultaban inalterables. Que consecuentemente no habiendo existido irregularidad alguna que haya desnaturalizado el proceso ventilado ante el Tribunal Agrario, sino al contrario una corrección del mismo mediante pronunciamiento de la Corte Suprema de Justicia, resulta de aplicación el inciso 2 del artículo 6º de la Ley 23506 que prohíbe expresamente la procedencia de las acciones de garantía contra resoluciones judiciales emanadas de un procedimiento regular. Que finalmente y por otra parte es menester precisar que el recurso planteado por la demandante ante este Tribunal, sólo puede referirse a la pretensión de fondo que se invoca y por ello resolverse conforme se ha hecho, pero resulta totalmente improcedente, respecto de incidencias como la recusación que se interpuso por ante la Corte Suprema de la República. Por estos fundamentos el Tribunal Constitucional, en uso de las atribuciones conferidas por la Constitución y su Ley Orgánica,","Improcedente","['3. Que en todo caso, al pronunciarse la Corte Suprema porque se resuelva la articulación de nulidad efectuada es evidente que ello respondía a que tanto la sentencia del veinticuatro de octubre de mil novecientos setenta y cinco como su aclaratoria del veintitrés de octubre de mil novecientos ochenta y ocho, no ostentaban la categoría de cosa juzgada ni por consiguiente resultaban inalterables.', '4. Que consecuentemente no habiendo existido irregularidad alguna que haya desnaturalizado el proceso ventilado ante el Tribunal Agrario, sino al contrario una corrección del mismo mediante pronunciamiento de la Corte Suprema de Justicia, resulta de aplicación el inciso 2 del artículo 6° de la Ley 23506 que prohíbe expresamente la procedencia de las acciones de garantía contra resoluciones judiciales emanadas de un procedimiento regular.', '5. Que finalmente y por otra parte es menester precisar que el recurso planteado por la demandante ante este Tribunal, sólo puede referirse a la pretensión de fondo que se invoca y por ello resolverse conforme se ha hecho, pero resulta totalmente improcedente, respecto de incidencias como la recusación que se interpuso por ante la Corte Suprema de la República.']"
"00078-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00078-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Infundada","['Que, de autos fluye que la entidad demandada actuó dentro del ámbito de su competencia al ordenar la prohibición de la instalación del kiosco, por la mala ubicación, la falta de servicios mínimos, y por las constantes quejas del vecindario; por lo que estando el interés público sobre el privado no se evidencia vulneración a derecho del trabajo alegado.']"
"00123-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00123-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Improcedente","['Que del estudio y del análisis de lo actuado queda claro que la recurrente reconoce haber presentado su cese al cargo de profesora el veintisiete de marzo de mil novecientos noventa, desistiéndose el veintitrés de abril del mismo año, día en que fue notificada con el cese mediante la Resolución Directoral Departamental N° 00631, del diecisiete de abril de mil novecientos noventa. Que la actora interpuso acción de amparo el trece de diciembre de mil novecientos noventa, es decir, pasados los sesenta días hábiles de producida la afectación, razón por la cual es de aplicación, razón por la cual es de aplicación lo dispuesto en el artículo 37° de la Ley N° 23506 por cuanto la acción ha caducado.']"
"00132-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00132-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Improcedente","['Que la Asociación de Comerciantes a fojas 44, presenta copia de la autorización emitida por el Centro de Desarrollo Rural del Ministerio de Agricultura, para la tala de los árboles, autorización que se fundamenta en la Ley N° 21147, ""Ley Forestal y Fauna Silvestre"" y el artículo 104° del Decreto Supremo N° 161-77-AG, Reglamento de Extracción. [...] Que el Decreto Supremo N° 007-85-VC, ""Reglamento de Acondicionamiento Territorial, Desarrollo Urbano y Medio Ambiente"", establece en el artículo 51° que corresponde a los Municipios velar por la calidad del medio ambiente natural y transformado, tanto en los centro poblados como en el medio rural; que, en el artículo 54° del Reglamento N° 007-85-VC, indica que podrán imponer sanciones a quienes deterioren la flora y la fauna, y atenten contra la integridad del patrimonio histórico - monumental y paisajístico. Que, el Acuerdo de Concejo N° 207-80-MLM, en su artículo 7° y 8° establece el procedimiento para la tala de árboles, siendo el Concejo Provincial de Lima, el competente para otorgar la autorización; que, asimismo, en el artículo 10° se establece la sanción para las personas naturales o jurídicas que incumplan lo dispuesto en el mencionado Acuerdo de Concejo; que, en consecuencia la Asociación de Comerciantes demandante no contaba con la autorización de institución competente para proceder a la tala de los árboles [...].']"
"00083-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00083-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Improcedente","['[…]. Que conforme se aprecia del petitorio contenido en la demanda interpuesta, éste se orienta a exigir del Supremo Gobierno, en particular, de su Ministerio de Defensa, la expedición inmediata e incondicional de un reglamento que desarrolle los alcances del artículo 60° del Decreto Legislativo N.° 608 del diez de julio de mil novecientos noventa, y cuyo contenido, según se afirma, reconoce derechos laborales sobre los integrantes de las asociaciones demandantes, y todo ello, bajo apercibimiento de aplicar supletoriamente el Decreto Supremo N.° 024-90-IN del veinte de julio de mil novecientos noventa.', '[…]. Que conforme al texto expreso del artículo 60° contenido en el referido Decreto Legislativo N.° 608 y que forma parte de una Autorización para un Crédito Suplementario en el Presupuesto del Gobierno Central para el Ejercicio Fiscal de 1990, ""Incorpórase al personal civil nombrado de los Ministerios de Defensa e Interior en la categoría remunerativa de Oficiales y Subalternos de las mismas instituciones, fijando su jerarquía de acuerdo al nivel y categoría que ostentan dentro del Escalafón Civil y el tiempo de servicios reconocidos por las referidas instituciones"" agregándose además que ""Dicha incorporación en el aspecto remunerativo, debe ser reglamentada mediante Decreto Supremo, refrendado por los Ministros de Defensa y del Interior, respectivamente, dentro del plazo de noventa (90) días calendario contados a partir de la fecha de vigencia del presente Decreto Legislativo"". [...]', '[…]. Que dentro de dicha lógica, si bien es cierto, que se puede tornar exigible una norma que solo requiera previa reglamentación y cuyo incumplimiento se ha venido prolongando durante un periodo de tiempo notoriamente irrazonable, no se puede aplicar el mismo criterio, esto es, el de demandar la exigibilidad de una norma, cuando aquella además de la reglamentación demanda la creación de condiciones económicas, como ocurre en el presente caso, ya que ello, no es ni podría ser, materia de evaluación conforme a criterios jurisdiccionales, sino de exclusiva competencia política. Asumir una idea contraria, seria obligar a los jueces, ya sea ordinarios o especializados a emitir fallos no precisamente ajustados a Derecho sino a la discrecionalidad correspondiente sólo a los órganos políticos. [...]', '[…]. Que a mayor abundamiento, no debe pasarse por alto que si el artículo 60° del Decreto Legislativo N.° 608, estableció un periodo de noventa días calendario, para los efectos de la correspondiente reglamentación y aquella no fue cumplida, es porque las condiciones económicas que aquella demandaba, no podían darse de inmediato, como tal vez pudo ser la intención inicial, lo que supone por otra parte, que si se trataba, de una norma presupuestal con vigencia determinada para un periodo especifico de tiempo, se produjo en la práctica y desde hace mucho, la sustracción de la materia contemplada en el artículo 6° inciso 1 de la Ley N.° 23506.']"
"00047-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00047-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Improcedente","['1. Que el inciso 2) del artículo 6° de la Ley N.° 23506, Ley de Hábeas Corpus y Amparo, establece que no proceden las acciones de garantía contra las resoluciones emanadas de un procedimiento regular. Y, en el caso de autos, la accionante no ha acreditado que los jueces demandados hayan intervenido en procedimientos que estén fuera de su competencia o hayan emitido resoluciones que lesionen sus derechos constitucionales.', '2. Que si los jueces demandados han intervenido en procesos civiles o penales en los que ha existido vicios procesales, como señala la demandante, es en dichos procesos en los que debió ejercitarse los recursos de impugnación que ha previsto la ley.']"
"00111-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00111-1992-AA%2000354-1993-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Improcedente","['[…]. Que, en todo caso, si el demandante consideraba que dichas actas por sí mismas probaban la transgresión de sus derechos, y más aún, sí había recibido el Oficio N.° 016-88-SG-SMP del cuatro de febrero de mil novecientos ochenta y ocho, debió previamente, antes de ejercitar el amparo, acudir al Consejo de Asuntos Contenciosos, conforme al artículo 95° de la Ley Universitaria N.° 23733, y que era en este caso, la vía administrativa establecida por ley.', '[…]. Que, por otra parte, y ubicándose en el Expediente N.° 354-93-AA/TC, debe señalarse, que si bien, la resolución de la Sala Constitucional y Social de la Corte Suprema de Justicia de la República, expedida con fecha nueve de junio de mil novecientos noventa y dos puso término a la vía estrictamente judicial, dentro del Expediente N.° 111-92-AA/TC, no, constituía cosa juzgada, a tenor de lo dispuesto por el artículo 8° de la Ley N.° 23506, también es cierto, que dicho proceso aún no había culminado en la vía especial, al encontrarse pendiente un Recurso de Casación, por ante el Tribunal de Garantías Constitucionales.', '[…]. Que, en consecuencia, si dicho proceso de amparo aún no había llegado a su término, es inviable que mediante un nuevo amparo, en este caso paralelo, se pretenda someter a conocimiento de la judicatura y eventualmente de la misma vía especial, los mismos hechos materia del primer proceso.']"
"00118-1992-AA","https://tc.gob.pe/jurisprudencia/1998/00118-1992-AA.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Amparo","","Infundada","['2. Que, don Francisco Amado Barrionuevo, quien se adhiere a la demanda a fojas veinticinco, si bien tenía la calidad de Profesor Principal, no demostró reunir los demás requisitos legales que la ley requiere para ser elegido Rector y ni figuró como candidato a tal cargo en las elecciones llevadas a cabo el veintitrés de diciembre de mil novecientos noventa, con tal propósito, según copia del acta de sesión de fojas cincuentiuno a cincuenticinco, por lo que tampoco tiene la legitimación suficiente para obrar.', '3. Que, finalmente, la gestión de don Carlos Humberto Vílchez Vera, como Rector de la Universidad San Martín de Porres, concluyó el diecinueve de abril de mil novecientos noventa y seis, según es público y notorio; existe desde entonces otra administración en su reemplazo, habiendo cesado la violación o amenaza de violación a que se refiere la presente demanda, por lo que el juzgador debe tomar en cuenta cualquier hecho constitutivo, modificativo, impeditivo o extintivo del derecho reclamado ocurrido con posterioridad a la interposición de la demanda, a fin de que la decisión corresponda a la situación existente al momento de resolver.']"
