"numero_expediente","url_archivo_TC","url_archivo_original","tipo_expediente","motivos_demanda","sentido_resolucion","fundamentos"
"00804-2004-AA","https://tc.gob.pe/jurisprudencia/2005/00804-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 10 de abril de 2003, el recurrente interpone acción de amparo contra la Oficina de Normalización Previsional (ONP), solicitando que se deje sin efecto la Resolución N.O 374-SGO-PCPE-IPSS-98, del 16 de marzo de 1998, que le denegó su derecho de gozar de una renta vitalicia por enfermedad profesional,. al considerar que el Informe Médico respectivo determinó que el recurrente no presentaba incapacidad; asimismo, solicita el pago de reintegros, devengados, intereses, costas y costos. Manifiesta que padece de neumoconiosis en segundo estadio de evolución y que le corresponde percibir una renta vitalicia al amparo del Decreto Ley N.O 18846 y el Decreto Supremo N.O 002-72-TR. La emplazada contesta la demanda solicitando se declare improcedente alegando que la petición del demandante fue denegada pues la Comisión Evaluadora de enfermedades profesionales del IPSS estableció que no existía evidencia de incapacidad por enfermedad profesional resultando imposible solicitar su inaplicación. Agrega que mediante la demanda la demandada tomó conocimiento el exámen médico que se anexa, que establece que en el demandante padece de neumoconiosis en segundo estadío de evolución, por tanto considera que en el supuesto que tuviera algún derecho lo habría adquirido dentro de la vigencia del Seguro Complementario de Trabajo de Riesgo, siendo la Compañía de Seguros contratada por su empleador quien debe responder por la contingencia. . , < El Segundo Juzgado Especializado en lo Civil de Huancayo, con fecha 1° de setiembre de 2003, declaró improcedente la demanda, por estimar que la resolución cuestionada ha quedado consentida y que, en todo caso, sí el demandante tuviera algún derecho lo hubiera adquirido cuando se encontraba en vigencia el Seguro Complementario de Trabajo de Riesgo regulado por la Ley N.o26790. La recurrida, confirmó la apelada, por estimar que la demandada no ha violado derecho constitucional alguno del demandante; pues no tenía derecho a la pensión solicitada, asimismo, que el certificado médico que se anexa no establece el porcentaje de incapacidad, debiendo efectuar su reclamo en una vía que cuente con estación probatoria.","Fundada","['3. Cabe indicar que el Decreto Ley N.° 18846 fue derogado por la Ley N.° 26790, publicada en el diario oficial El Peruano el 17 de mayo de 1997, que lo sustituyó y estableció en su Tercera Disposición Complementaria que las reservas y obligaciones por prestaciones económicas del Seguro de Accidentes de Trabajo y Enfermedades Profesionales, regulado por el Decreto Ley N.° 18846, serían transferidas al Seguro Complementario de Trabajo de Riesgo administrado por la ONP. Por lo tanto, advirtiéndose de autos que el demandante cesó en su actividad laboral el 31 de enero de 2000, y que en la actualidad carece de vigencia el referido Decreto ley N.° 18846, le corresponde gozar de la prestación estipulada por su norma sustitutoria, actualmente regulada por las normas técnicas establecidas por el Decreto Supremo N.° 003-98-SA.', '4. Asimismo, los devengados que le corresponden al demandante deben otorgársele de conformidad con lo dispuesto por el artículo 81 del Decreto Ley N.° 19990 y en lo que respecta a los intereses este Tribunal ha considerado que los mismos deben ser abonados con arreglo a lo dispuesto en el artículo 1242 y siguientes del Código Civil.', '5. Finalmente, en cuanto a la pretensión de pago de costas y costos del proceso, conforme al artículo 413 del Código Procesal Civil, las entidades públicas están exoneradas del pago de las mismas.']"
"03141-2004-AA","https://tc.gob.pe/jurisprudencia/2005/03141-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Recurso extraordinario interpuesto por don Jorge Enrique Pretell Anzardo contra la reso ción de la Primera Sala Civil de la Corte Superior de Justicia de Lima, de fojas 1 ,s fecha 4 de mayo de 2004, que declaró infundada la acción de amparo de autos. CEDENTE S Con fecha 6 de junio de 2003, el recurrente interpone acción de amparo contra la Policía Nacional del Perú, solicitando que se declare inaplicable la Resolución N.O 565- 2003-DIRREHUM-PNP, de fecha 29 de enero de 2003, que le denegó la asignación de combustible y chofer correspondiente al grado de Coronel, establecida por el artículo 10°, inciso i), del Decreto Ley N.o 19846 modificado por la Ley N.o 24640; y que, en consecuencia, se ordene el pago del beneficio reclamado y los devengados generados a la fecha. Aduce que pasó a la situación de retiro por la causal de renovación con el grado de Comandante, cuando se encontraba inscrito en el Cuadro de Méritos para el ascenso, razón por la cual le corresponden los mencionados beneficios, equivalentes a os del grado inmediato superior (Coronel). El Procurador Público del Ministerio del Interior a cargo de los asuntos judiciales de la Policía Nacional del Perú propone las excepciones de falta de agotamiento de la vía administrativa y caducidad, y solicita que la demanda sea declarada improcedente, manifestando que no se ha vulnerado ningún derecho constitucional del recurrente, sino que más bien este ha realizado una interpretación tergiversada de la ley llegando a la conclusión de que, le corresponden los beneficios no j¡ pensionables de un Coronel en actividad. í' El Vigésimo Juzgado Especializado Civil de Lima, con fecha 11 de agosto de 2003, declaró infundada las excepciones planteadas y la demanda, por estimar que al actor no le asiste el beneficio económico correspondiente a un Coronel, sino los que viene percibiendo conforme a su grado de Comandante, en razón de que el pago de dicho concepto no tiene carácter pensionable. La recurrida, confirmó, la apelada por los mismos fundamentos. . ... I","Infundada","['1. El actor demanda que se incluya en el pago de su pensión mensual de Comandante en situación de retiro, los beneficios económicos por conceptos de combustible y servicio de chofer que corresponde al grado de Coronel, conforme al artículo 10°, inciso i), del Decreto Ley N° 19846, modificado por la Ley N° 24640. [...]', '5. En el presente caso, consta de la Resolución Directoral N° 6255-91 DGPNP/DIPER del 31 de diciembre de 1991 (fojas 3) y la demanda de autos, que el recurrente pasó a la situación de retiro por renovación acreditando más de 30 años de servicios en la institución, habiéndosele otorgado, conforme a ley, una pensión de retiro renovable equivalente al íntegro de las remuneraciones pensionables del grado inmediato superior, pues se encontraba en el Cuadro de Mérito de Ascenso, y las no pensionables en su grado, lo que significa que viene percibiendo una pensión de retiro equivalente a la del grado de Coronel, y adicionalmente los beneficios no pensionables conforme al grado que ostentaba a la fecha de su cese, esto es, el de Comandante, razón por la cual la demanda debe ser desestimada.']"
"00045-2004-AI","https://tc.gob.pe/jurisprudencia/2006/00045-2004-AI.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Inconstitucionalidad","","Fundada","['17. El Consejo Nacional de la Magistratura parece haber interpretado el impugnado artículo 3° de la Ley N° 27466 de modo no concordado con el artículo 10 de la misma. Al margen de ello, cierto es que su Reglamento está considerando vigente aún dicha norma y por ello la adopta como parámetro a aplicarse en la determinación del ""Promedio Final y el Cuadro de Calificaciones"" (artículo 48). Es decir, aun cuando la disposición impugnada ya ha caducado en sus efectos temporales, el efecto de la misma es prolongado (ultra actividad) como consecuencia de una norma reglamentaria. Este efecto subsistente en el ordenamiento jurídico de una norma legal no vigente amerita el pronunciamiento sobre su validez constitucional. [...]', '18. En este contexto, el pronunciamiento sobre la constitucionalidad de la norma impugnada se debe a que, aun cuando ella ha dejado de pertenecer al ordenamiento jurídico, el Tribunal Constitucional ha advertido que ella está siendo aún aplicada y desde esa perspectiva, continúa aun desplegando sus efectos. Dicho acto de aplicación está representado por la mencionada norma reglamentaria expedida por el Consejo Nacional de la Magistratura. Esto es como una forma de desarrollo reglamentario de la disposición impugnada, ya carente de vigencia. Se trata entonces de un supuesto donde una norma legal ya no vigente despliega efectos por mérito del citado Reglamento. Esta circunstancia motiva que el Tribunal Constitucional proceda a examinar la constitucionalidad de la disposición impugnada. [...]', '74. Sin embargo, el Tribunal Constitucional sí puede efectuar el control abstracto de constitucionalidad de una norma de jerarquía infra legal y así, pronunciarse sobre su validez constitucional, cuando ella es también inconstitucional ""por conexión o consecuencia"" con la norma de jerarquía legal que el Tribunal Constitucional ha declarado inconstitucional. De conformidad con el artículo 78° del C.P. Const. ""La sentencia que declare la ilegalidad o inconstitucionalidad de la norma impugnada, declarará igualmente la de aquella otra a la que debe extenderse por conexión o consecuencia"". [...]', '84. El mencionado ""Reglamento de Concurso para la selección y nombramiento de jueces y fiscales y balotario"" expedido por el Consejo Nacional de la Magistratura, contiene dos disposiciones relacionadas con la norma que este Tribunal ha considerado inconstitucional. El artículo 48°, primer párrafo, establece: ""Aprobados los promedios de las entrevistas personales por el Pleno del Consejo, se remiten a la Comisión para que elabore el correspondiente cuadro de calificaciones. El cuadro de calificaciones comprende: los promedios parciales de cada una de las etapas, del que resulta el promedio final, al que se adiciona si corresponde el porcentaje de las bonificaciones dispuestas por las Leyes 27466 y 27050, ésta última modificada por la Ley N° 28164"" (cursiva del Tribunal Constitucional). Este artículo establece la aplicación de la norma inconstitucional remitiéndose a la misma. Concretiza su contenido en la elaboración del cuadro de calificaciones. Esta relación de complementación y concretización que detenta con respecto a la norma inconstitucional configura el supuesto de conexidad. La inconstitucionalidad de esta norma se configura únicamente en el extremo que se remite a la norma inconstitucional. [...]', '87. En consecuencia, si en el Reglamento se tiene dos normas -artículo 48°, primer párrafo, la Primera Disposición Final, in fine- que guardan una relación de conexidad con la norma inconstitucional y otra norma -Primera Disposición Final- que reproduce el contenido de aquella, entonces, ellas también resultan inconstitucionales y, como tales, deben ser expulsadas del ordenamiento jurídico.']"
"00987-2004-AA","https://tc.gob.pe/jurisprudencia/2005/00987-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 3 de marzo de 2003, el recurrente interpone acción de amparo contra el Director General de la Policía Nacional del Perú con el objeto de que se declaren inaplicables para su caso los artículos 38.°, inciso c) y 50.°, incisos h) y 1), del Decreto Legislativo N.o 745, Ley de Situación Policial del Personal de la Policía Nacional del Perú, argumentando haber tomado conocimiento, de manera extraoficial, que iba a ser pasado a la situación de disponibilidad y/o retiro, debido a que tiene en su haber sentencias judiciales condenatorias, sin tomarse en cuenta que en la fecha de sus lecturas y cumplimientos no tenía la condición de efectivo policial en actividad o disponibilidad, sino de retiro, pues recién fue reincorporado a la situación de actividad el 4 de diciembre de 2002, mediante la Resolución Directoral N.O 3070-2002-DIRGENIDIRPER, en cumplimiento de un mandato judicial emanado de una acción de amparo interpuesta previamente, lo cual afecta su derecho constitucional al trabajo. El Procurador Público a cargo de los asuntos judiciales del Ministerio del Interior relativos a la Policía Nacional del Perú, contesta la demanda señalando que el demandante pretende enervar su responsabilidad penal y las consecuencias posteriores a nivel de la Administración Policial. Al respecto, alega que los hechos que dieron lugar a los procesos instaurados en su contra en el fuero militar fueron cometidos cuando se encontraba en f situación de disponibilidad y, por ende, sujeto a la Ley de ~ituación Policial del Personal de la Policía Nacional del Perú. Manifiesta también que la amenaza a su derecho ¡ 7 tUCional al trabajo no resulta inminente ni cierta. .. El Noveno Juzgado Civil de Arequipa, con fecha 12 de mayo de 2003, declaró infundada la demanda, por considerar que no se ha acreditado en autos de manera fehaciente la existencia de una amenaza cierta e inminente al derecho constitucional invocado en la demanda. La recurrida confirmó la apelada, por los mismos fundamentos.","Improcedente","['2. De conformidad con el artículo 4° de la Ley N° 25398, cuando se alega una amenaza de violación de un derecho constitucional, se debe acreditar que ella sea cierta y de inminente realización. En el presente caso, estas características no han sido debidamente probadas, pues el recurrente se ha limitado a sustentar su demanda en el dicho de haber tomado conocimiento, de manera extraoficial, que sería pasado a la situación de disponibilidad y/o retiro por causal de sentencia condenatoria, sin adjuntar documento probatorio alguno que demuestre en forma fehaciente la referida amenaza. Es más, prueba de que la supuesta amenaza no es cierta ni inminente es el hecho de que, a la fecha, no se ha hecho efectiva.', '3. Sin perjuicio de lo antes expuesto, este Colegiado considera necesario precisar que, de acuerdo al artículo 50°, inciso h), del Decreto Legislativo N° 745, Ley de Situación Policial del Personal de la Policía Nacional del Perú, una de las causales para pasar al retiro al personal policial es haber sido condenado por sentencia judicial. Asimismo, el artículo 55° del mismo cuerpo legal señala que el pase a la situación de retiro por sentencia judicial condenatoria, se produce cuando apareje pena privativa de la libertad. En ese sentido, para efectos de la aplicación de los referidos artículos, es irrelevante la fecha del registro de antecedentes de una sentencia condenatoria, ello en concordancia con el artículo 166° de la Constitución Política del Perú, pues la Policía Nacional del Perú, para cumplir sus fines, requiere contar con personal de conducta intachable que permita garantizar no sólo el cumplimiento de las leyes, sino también el prestigio institucional.']"
"00882-2004-AA","https://tc.gob.pe/jurisprudencia/2005/00882-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 2 de octubre de 2001, el recurrente interpone acción de amparo contra PETROPERÚ S.A. con el objeto de que se le restituya las pensiones nivelables que venía gozando y el íntegro del monto que dejó de percibir desde elide julio de 1996, fecha en que a su pensión se le impuso un tope; asimismo, solicita que se le se reintegre las sumas ya producidas como consecuencia del cese en sus funciones, así como los intereses legales. Argumenta que al no igualarse su pensión con la de su homólogo en actividad se viola su derecho a una pensión nivelable. La entidad demandada contesta la demanda, negándola y contradiciéndola en todos sus extremos. Argumenta que la pensión del accionante nunca ha sido sujeta a topes o a disminuciones; que los medios probatorios anexados a la demanda no son suficientes para crear convicción respecto de las pretensiones; y que el actor de ninguna forma señala que la pensión que se le está abonando no es la que le corresponde. El Sexagésimo Quinto Juzgado Civil de Lima, con fecha 20 de setiembre de 2002, declara fundada, en parte, la demanda, por considerar que el actor obtuvo su derecho a una pensión nivelable antes de la entrada en vigencia del Decreto Legislativo N.O 817, que fija topes a las pensiones sujetas al régimen del Decreto Ley N.O2 0530. La recurrida, revocando la apelada, declaró improcedente la demanda, por estimar de los medios probatorios presentados por el justiciable no se colige vulneración de erecho constitucional alguno, y que el amparo no es la vía idónea para actuar medios t.. .. • • probatorios que pennitan comprobar la pretensión del demandante. Asimismo, la confinna en el extremo que declara infundadas las excepciones propuestas.","Infundada","['1. El Tribunal Constitucional, en uniforme y reiterada jurisprudencia (Exps. N° 2215-2003-AA/TC y N° 2342-2002-AA/TC), ha establecido que los pensionistas que pertenecen al régimen pensionario del Decreto Ley N° 20530 tienen derecho a una pensión nivelable respecto a los haberes de los funcionarios o servidores de la Administración Pública que se encuentren en actividad del nivel y categoría que ocupó el pensionista al momento del cese, y siempre y cuando estén sujetos a su mismo régimen laboral; es decir, que no puede aplicarse la nivelación a regímenes pensionarios distintos ni a trabajadores que se encuentren comprendidos en el régimen laboral de la actividad privada.', '2. Mediante Decreto Supremo N° 024-2000-EM se aprobó la adecuación del estatuto Social de Petróleos del Perú conforme al dispuesto en la Ley General de Sociedades, estableciéndose, en su artículo 73°, que los trabajadores, empleados y obreros de PETROPERÚ S.A. estaban sujetos al régimen laboral de la actividad privada; por lo tanto, al estar comprendidos los trabajadores de PETROPERÚ S.A. en el régimen laboral de la actividad privada, no procede la nivelación de la pensión del demandante.']"
"01529-2004-AA","https://tc.gob.pe/jurisprudencia/2005/01529-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","El recurrente, con fecha 13 de junio de 2003, interpone acción de amparo contra el Gobierno Provincial de Chiclayo, a fin de que se declare la nulidad de la Resolución de Alcaldía N.o 457-2003/GPCH-A, del 2 de mayo de 2003, que le impuso la sanción I disciplinaria de destitución definitiva, por las causales señaladas en los incisos a), d), f) y h) del artículo 28° del Decreto Legislativo N° 276. Afirma que el proceso administrativo disciplinario instaurado en su contra contiene defectos e irregularidades de forma que lo hacen nulo de pleno derecho, vulnerándose sus derechos al debido proceso y a la I estabilidad laboral. El emplazado propone la excepción de falta de agotamiento de la vía administrativa y, sin perjuicio de ello, niega y contradice la demanda en todos sus extremos, alegando que en el proceso administrativo disciplinario al que fue sometido el demandante se han observado los plazos establecidos en el Reglamento de la Carrera Administrativa (D.S. N.O I 005-90-PCM), y que en él ha presentado las pruebas de descargo, por lo que se ha respetado su derecho al debido proceso. I I El Quinto Juzgado Civil de Chiclayo, con fecha 23 de julio de 2003, declaró infundada la excepción propuesta, e improcedente la demanda, por considerar que el material probatorio aportado en autos no es suficiente para acreditar la violación de los I derechos alegados, más aún cuando la presente acción carece de etapa probatoria. La recurrida confirmó la apelada, estimando que de la resolución cuestionada se advi rte que el proceso disciplinario fue regular, y que las alegaciones que formula el andante requieren de probanza.","Fundada","['2. Así, el artículo 163° del Decreto Supremo N° 005-90-PCM preceptúa que el servidor público que incurra en falta de carácter disciplinario, cuya gravedad pudiera ser causal de cese temporal o destitución, será sometido a proceso administrativo disciplinario que no excederá de treinta (30) días hábiles improrrogables.', '3. Respecto a ello, el demandante alega que dicho plazo, en su caso, ha sido excedido en 9 días. Sin embargo, este Tribunal, en la sentencia recaída en el Exp. N° 858-2001-AA/TC, señaló que el incumplimiento de tal plazo no produce la nulidad del proceso administrativo disciplinario, siendo, en todo caso, una falta de carácter disciplinario de los integrantes de la Comisión de Procesos Administrativos Disciplinarios, contemplada en los incisos a) y d) del artículo 28° del Decreto Legislativo N° 276, de lo que se concluye que no se trata de un plazo de caducidad que extinga el derecho de la Administración de ejercer su facultad sancionadora.', '4. Por otro lado, respecto a la afirmación del demandante de que la Comisión Permanente de Procesos Administrativos Disciplinarios estuvo irregularmente conformada, debe advertirse que: […] c) Del Acta 13 (fojas 20), de fecha 29 de abril de 2003, Informe Especial respecto a las Presuntas Irregularidades de Falsificación de Documentos y Cobros Indebidos en los cuales estarían implicados el demandante y otros trabajadores, se advierte que ésta sólo estuvo suscrita por el Presidente y el Secretario de la Comisión, mas no por el representante de los trabajadores. Respecto a ello, el propio representante de los trabajadores, a fojas 48, denuncia ante el Alcalde que ésta contiene diversas irregularidades y que 10 consignado en la misma no corresponde a la verdad de los hechos, lo cual invalida el proceso disciplinario de autos.']"
"01364-2004-AA","https://tc.gob.pe/jurisprudencia/2005/01364-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","La recurrente, con fecha 15 de abril de 2003, interpone acción de amparo contra la Asociación Civil Patronato de la Universidad Ricardo Palma y el Instituto Nacional de la Defensa de la Competencia y de la Protección de la Propiedad Intelectual (INDECOPI), solicitando que se declare la ineficacia y consiguiente inaplicación de la Resolución de la Oficina de Signos Distintivos del Registro del INDECOPI, contenida en el certificado N.O 00031233, expedido por la Oficina de Signos Distintivos del INDECOPI, en virtud de la . cual se le otorga el registro de la marca conformada por la figura de aspas de color verde al Patronato de la Universidad Ricardo Palma. Alega que el referido Patronato está usurpando derechos no le corresponden, ~ue pues pretende apropiarse de una marca de servicios que le pertenece desde hace más de 33 años. Sostiene que el 28 de enero de 2003 tomó conocimiento de que el INDECOPI había conferido la inscripción de su marca de servicios al Patronato, por 10 que el 18 de marzo de 2003 inició el procedimiento administrativo de nulidad de registro de marca de servicios ante el INDECOPI; agregando que no agotó la vía previa pues la agresión se convertiría en irreparable, ya que mediante una carta notarial el Patronato los conminó a que no continuaran utilizando su marca. El Patronato de la Universidad Ricardo Palma, señala que la demandante no ha acreditado los poderes de representación de su representante legal y, contestando la demanda, refiere que mediante la acción de amparo no se puede establecer si el criterio utilizado por la Oficina de Signos Distintivos del INDECOPI vulnera, o no, los derechos r-·--- constitucionales alegados por la demandante, dado que para ello se requiere de una etapa probatoria, de la que carece la presente vía. El Cuadragésimo Juzgado Especializado en lo Civil de Lima, con fecha 16 de abril de 2003, declara improcedente la demanda, por considerar que no se agotó la vía previa y porque la afectación alegada se refiere a derechos legales, y no a constitucionales. La recurrida confirmó la apelada, por los mismos fundamentos, por considerar que la acción de amparo no constituye un recurso directo contra resoluciones expedidas en otro proceso.","Fundada","['2. A mayor abundamiento, tampoco es de recibo la opinión de la resolución recurrida, según la cual el proceso de amparo ""(…) no constituye un recurso directo contra resoluciones expedidas en otro proceso"". En efecto, tal criterio, solo podrá compartirse tratándose de una resolución judicial, pero no si se trata de impugnar un acto administrativo. Y es que, como en diversas ocasiones este Tribunal lo ha declarado, el agotamiento de la vía administrativa no se legitima en un Estado constitucional de derecho, por sí mismo, sino como un mecanismo por medio del cual el administrado puede solucionar sus problemas con el Estado sin la necesidad de acudir al órgano jurisdiccional. De tal manera que, si acaso el agotamiento de la vía administrativa fuera irrazonable o, por su tránsito, pudiera tornarse irreparable la agresión de un derecho, es derecho de ese mismo administrado acudir a un juez imparcial e independiente para solicitar la tutela de sus derechos e intereses legítimos. [...]', '4. Sobre el particular, debe precisarse que, de conformidad con el artículo 8° de los Estatutos de la Universidad Particular Ricardo Palma, ""El patronato se constituirá por todos los padres de familia, de los alumnos de la Universidad Particular Ricardo Palma y por las personas que deseen integrarlo y contribuyan al logro de los fines que le son propios. El Patronato contribuirá en armonía con el artículo 148 del Decreto Ley 17437, a incrementar el patrimonio de la Universidad. Se organizará en la forma que determine el reglamento de la Universidad en armonía con las normas que establezca el Estatuto de la Universidad Peruana"" [f. 102, vuelta]. Es decir, que se trata de un órgano que, formando parte de la misma Universidad Ricardo Palma, si es que estuviera válidamente constituido, podría utilizar los signos de ella para los fines que le son propios, y no aprovecharse de esa condición para perjudicar la buena marcha de la referida Universidad.', '5. En ese sentido, si bien la demandante ha alegado diversas irregularidades en la constitución del referido Patronato, y mientras no se dilucide judicialmente su situación, tanto el, como la misma Universidad Ricardo Palma pueden utilizar el logotipo, mas no podrá reclamar su uso exclusivo, puesto que no constituye un ente desligado de la Universidad.']"
"01739-2004-AA","https://tc.gob.pe/jurisprudencia/2005/01739-2004-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 9 de junio de 2003, el recurrente interpone acción de amparo contra la Oficina de Normalización Previsional (ONP), solicitando que se declare inaplicable a su caso el Decreto Supremo N.o 156-2002-EF, que dispone el pago fraccionado de las pensiones devengadas resultantes de la revisión de las pensiones. Manifiesta que percibe nsión de jubilación minera y que solicitó su revisión de oficio, por lo que considera 1trario el fraccionamiento de las pensiones dejadas de percibir desde el 25 de octubre de 992, dispuesto por una norma que se está aplicando retroactivamente a la fecha de generación de su derecho. La ONP contesta la demanda solicitando que se la declare infundada, alegando que sus funcionarios han respetado el principio de legalidad y que el pago fraccionado de las pensiones devengadas reconocidas al demandante se viene efectuando conforme a las nonnas y a las previsiones presupuestales vigentes. El Segundo Juzgado Civil de Huancayo, con fecha 24 de septiembre de 2003, declara infundada la demanda, argumentando que, habiéndose revisado de oficio el cálculo de la pensión del demandante, resultaba aplicable a su caso el fraccionamiento previsto en el Decreto Supremo N.O1 56-2002-EF. "" : 2 La recurrida confinna la apelada, estimando que la demandada estaba atendiendo el pago de las pensiones devengadas del demandante con arreglo a las previsiones presupuestales y a la Segunda Disposición Transitoria y Final de la Constitución.","Fundada","['2. Al respecto, la Segunda Disposición Transitoria y Final de la Constitución Política del Estado establece que ""El Estado garantiza el pago oportuno y el reajuste periódico de las pensiones que administra, con arreglo a las previsiones presupuestarias que este destine para tales efectos y a las posibilidades de la economía nacional"".', '3. En ese sentido, el Decreto Supremo N° 156-2002-EF, del 3 de octubre de 2002, autorizó a la ONP el pago fraccionado de los devengados generados por la revisión de oficio de las pensiones de jubilación, en las que se aplicó indebidamente al Decreto Ley N° 25967.', '4. Aunque este Tribunal se ha pronunciado en reiterada jurisprudencia respecto de que el pago de las pensiones debe atenderse con arreglo a las previsiones presupuestales, de conformidad con la Segunda Disposición Transitoria Final de la Carta Política vigente, también ha subrayado, en la sentencia recaída en el exp. 0065-2002-AA/TC, que por la naturaleza alimentaria de las pensiones y la mora en el pago de las mismas, sobre las pensiones no pagadas de acuerdo a ley, procede la adición de intereses, según los artículos 1242° y siguientes del Código civil.']"
"02772-2003-AA","https://tc.gob.pe/jurisprudencia/2005/02772-2003-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 2 de agosto del 2002, el recurrente interpone acción de amparo contra la Compañía Minera ANTAMINA S.A., solicitando que se deje sin efecto la carta notarial de fecha 16 de julio de 2002, que contiene su supuesta renuncia irrevocable a su puesto de trabajo; y que, por consiguiente, se ordene su reposición en el cargo y se hagan efectivos los pagos de haberes y derechos no percibidos hasta su reposición. Manifiesta que el 16de julio de 2003, luego de haber tenido un descanso de ocho días, se le solicitó una carta de reincorporación, y que firmó un papel en blanco que posteriormente fue completado con el texto de su supuestarenunciairrevocable. La emplazada contesta la demanda solicitando que se la declare improcedente o infundada, aduciendo que el amparo no es la vía idónea para impugnar un despido ni para declarar la invalidez de una cartade renuncia. El Juzgado Mixto de la Provincia de Huarmey, con fecha 20 de diciembre del 2002, de/laraimprocedente lademanda argumentando quesupetitorioeradecontenido laboral y e se requería la actuación de medios probatoriospara dilucidarla controversia. La recurrida confirma la apelada.","Improcedente","['2. En el presente caso, conforme manifiesta el recurrente, la carta que contiene su renuncia habría sido fraguada para ocultar la evidencia de un despido arbitrario. La emplazada, por su parte, niega esta afirmación aduciendo que ha sido el propio recurrente quien voluntariamente presentó dicha carta, sin ningún tipo de coacción.', '3. Siendo ello así, este Colegiado no se encuentra en la posibilidad de establecer la certeza de los alegatos de las partes, pues aun cuando existe la carta de renuncia firmada por el recurrente (f. 49), el mismo día 16 de julio de 2002, remitió carta por conducto notarial denunciando los hechos. Llama la atención que la supuesta carta de renuncia haya sido digitada por computadora, con impresión laser, mientras que el mismo día el trabajador remitió la carta notarial escrita con máquina de escribir, lo que otorgaría credibilidad a su alegato.', '4. No obstante lo dicho, todas estas cuestiones no pueden ser determinadas en un proceso de amparo, ni tampoco pueden llevar a este Tribunal a emitir juicios sobre el fondo de la pretensión, por lo que se deja a salvo el derecho del recurrente para que lo haga valer en una vía idónea.']"
"02805-2003-AA","https://tc.gob.pe/jurisprudencia/2005/02805-2003-AA.pdf","data\sentencia-Extract\2005\sentencia-pdf-2005.csv","Proceso de Amparo","Con fecha 13 demarzo de2003, elrecurrente interpone acción deamparo contra la Oficina de Normalización Previsional (ONP), solicitando que se deje sin efecto la Resolución N.° 28022-97 ONP/DC, defecha 29deagosto de 1997, querecorta elmonto real desupensión aplicando retroactivamente elartículo 3o delDecreto LeyN.°25967, yque, enconsecuencia, seexpida unanueva resolución conforme a laLeyN.° 25009 y al Decreto.Supremo N.° 029-89-TR, así como que se le reintegren las pensiones devengadas dejadas de percibir. Manifiesta haber laborado como motorista en la Unidad de Producción de Morococha en el Departamento de Mina de la Empresa Minera del Centro del Perú S.A., desde el 29de abril de 1970 hasta el 15 deabril de 1996, expuesto a riesgos de toxicidad, peligrosidad einsalubridad; que alafecha decese tenía 47años deedad y26 años de aportaciones, agregando que padece de neumoconiosis (silicosis) en segundo estadio deevolución yque, porlotanto, debe percibirpensión dejubilación minera por enfermedadprofesional. La emplazada contesta la demanda negándola y contradiciéndola en todos sus extremos, alegando que el recurrente no ha acreditado la violaciónde derecho alguno; que al 18 dediciembre de 1992 no teníalaedadrequeridaparaotorgársele unapensión de jubilaciónminera. ElPrimerJuzgado Especializado enloCivil deHuancayo, confecha 19demayo de 2003, declara fundada la demanda, considerando que el actoracreditó cumplir los requisitos de lapensión dejubilaciónminera a la fecha de cese. (cid:127)^CADE- La recurrida, revocando la apelada, declaró infundadala demanda, por estimar queal 18dediciembre de 1992elrecurrente noteníala edadestablecidapor la LeyN.° 25009.","Fundada","['1. La Ley de Jubilación Minera establece un régimen de jubilación especial para los trabajadores mineros en consideración a la actividad riesgosa que realizan, lo que implica, en muchos casos, una disminución en el tiempo de vida por la exposición a sustancias químicas y minerales, razón por la cual la edad de jubilación en este régimen es menor que la dispuesta por el Decreto Ley N° 19990.', '2. Respecto al derecho especial de ""pensión de jubilación minera completa"" que alega tener el recurrente, el artículo 20° del Reglamento de la Ley N° 25009 precisa que ""los trabajadores de la actividad minera que padezcan del primer grado de silicosis o su equivalente en la tabla de enfermedades profesionales, tendrán derecho a la pensión de jubilación completa"". [...]', '5. En cuanto al pago de intereses, este Colegiado (STC 0065-2002-AA/TC, del 17 de octubre de 2002) ha establecido que ellos deben ser pagados conforme a los artículos 1242° y siguientes del Código Civil.']"
